Request_id,Pickup_point,Driver_id,Status,Request_date,Request_time,Drop_date,Drop_time
3754,Airport,NA,No Cars Available,13-07-2016,8:32:20 PM,NA,NA
3755,Airport,264,Trip Completed,13-07-2016,8:33:45 PM,13-07-2016,9:34:37 PM
3756,Airport,NA,No Cars Available,13-07-2016,8:35:23 PM,NA,NA
3757,Airport,NA,No Cars Available,13-07-2016,8:33:07 PM,NA,NA
3758,City,97,Trip Completed,13-07-2016,8:37:56 PM,13-07-2016,9:16:23 PM
3759,City,285,Cancelled,13-07-2016,8:34:32 PM,NA,NA
3760,Airport,NA,No Cars Available,13-07-2016,8:40:53 PM,NA,NA
3761,Airport,24,Trip Completed,13-07-2016,8:35:24 PM,13-07-2016,9:39:02 PM
3762,City,25,Trip Completed,13-07-2016,8:38:10 PM,13-07-2016,9:21:24 PM
3763,City,220,Trip Completed,13-07-2016,8:35:37 PM,13-07-2016,9:39:13 PM
3764,Airport,NA,No Cars Available,13-07-2016,8:35:36 PM,NA,NA
3765,Airport,NA,No Cars Available,13-07-2016,8:35:05 PM,NA,NA
3766,Airport,41,Trip Completed,13-07-2016,8:33:01 PM,13-07-2016,9:24:23 PM
3767,Airport,132,Trip Completed,13-07-2016,8:35:07 PM,13-07-2016,9:09:11 PM
3768,City,270,Trip Completed,13-07-2016,8:39:10 PM,13-07-2016,9:24:14 PM
3769,Airport,NA,No Cars Available,13-07-2016,8:44:38 PM,NA,NA
3770,Airport,NA,No Cars Available,13-07-2016,8:39:19 PM,NA,NA
3771,Airport,31,Cancelled,13-07-2016,8:42:07 PM,NA,NA
3772,Airport,NA,No Cars Available,13-07-2016,8:40:37 PM,NA,NA
3773,Airport,NA,No Cars Available,13-07-2016,8:43:54 PM,NA,NA
3774,Airport,9,Trip Completed,13-07-2016,8:41:24 PM,13-07-2016,9:27:29 PM
3775,Airport,NA,No Cars Available,13-07-2016,8:46:35 PM,NA,NA
3776,Airport,NA,No Cars Available,13-07-2016,8:45:56 PM,NA,NA
3777,Airport,273,Trip Completed,13-07-2016,8:47:31 PM,13-07-2016,9:28:07 PM
3778,Airport,NA,No Cars Available,13-07-2016,8:40:26 PM,NA,NA
3779,Airport,NA,No Cars Available,13-07-2016,8:42:31 PM,NA,NA
3780,City,150,Trip Completed,13-07-2016,8:45:38 PM,13-07-2016,9:27:07 PM
3781,Airport,NA,No Cars Available,13-07-2016,8:44:50 PM,NA,NA
3782,City,122,Cancelled,13-07-2016,8:45:49 PM,NA,NA
3783,Airport,NA,No Cars Available,13-07-2016,8:48:35 PM,NA,NA
3784,Airport,NA,No Cars Available,13-07-2016,8:49:06 PM,NA,NA
3785,City,NA,No Cars Available,13-07-2016,8:45:01 PM,NA,NA
3786,Airport,55,Trip Completed,13-07-2016,8:47:32 PM,13-07-2016,9:35:51 PM
3787,Airport,NA,No Cars Available,13-07-2016,8:49:24 PM,NA,NA
3788,Airport,186,Cancelled,13-07-2016,8:50:21 PM,NA,NA
3789,City,203,Trip Completed,13-07-2016,8:49:13 PM,13-07-2016,9:41:24 PM
3790,Airport,NA,No Cars Available,13-07-2016,8:52:04 PM,NA,NA
3791,Airport,NA,No Cars Available,13-07-2016,8:51:10 PM,NA,NA
3792,Airport,NA,No Cars Available,13-07-2016,8:53:15 PM,NA,NA
3793,Airport,NA,No Cars Available,13-07-2016,8:54:38 PM,NA,NA
3794,City,137,Cancelled,13-07-2016,8:54:30 PM,NA,NA
3795,City,247,Trip Completed,13-07-2016,8:50:24 PM,13-07-2016,9:27:28 PM
3796,Airport,NA,No Cars Available,13-07-2016,8:51:18 PM,NA,NA
3797,Airport,NA,No Cars Available,13-07-2016,8:56:07 PM,NA,NA
3798,City,48,Trip Completed,13-07-2016,8:55:06 PM,13-07-2016,9:41:49 PM
3799,City,NA,No Cars Available,13-07-2016,8:58:40 PM,NA,NA
3800,Airport,NA,No Cars Available,13-07-2016,8:56:26 PM,NA,NA
3801,Airport,118,Trip Completed,13-07-2016,8:59:37 PM,13-07-2016,9:37:51 PM
3802,Airport,NA,No Cars Available,13-07-2016,9:00:00 PM,NA,NA
3803,Airport,NA,No Cars Available,13-07-2016,8:58:17 PM,NA,NA
3804,Airport,285,Trip Completed,13-07-2016,9:00:54 PM,13-07-2016,9:37:45 PM
3805,Airport,NA,No Cars Available,13-07-2016,9:03:19 PM,NA,NA
3806,Airport,2,Cancelled,13-07-2016,8:57:49 PM,NA,NA
3807,Airport,4,Cancelled,13-07-2016,8:58:00 PM,NA,NA
3808,Airport,71,Cancelled,13-07-2016,8:58:40 PM,NA,NA
3809,City,85,Trip Completed,13-07-2016,8:58:30 PM,13-07-2016,9:43:20 PM
3810,City,16,Cancelled,13-07-2016,9:06:22 PM,NA,NA
3811,Airport,NA,No Cars Available,13-07-2016,9:02:40 PM,NA,NA
3812,City,NA,No Cars Available,13-07-2016,9:09:20 PM,NA,NA
3813,Airport,19,Trip Completed,13-07-2016,9:06:57 PM,13-07-2016,9:46:24 PM
3814,Airport,NA,No Cars Available,13-07-2016,9:11:29 PM,NA,NA
3815,Airport,NA,No Cars Available,13-07-2016,9:07:33 PM,NA,NA
3816,Airport,NA,No Cars Available,13-07-2016,9:09:28 PM,NA,NA
3817,Airport,299,Trip Completed,13-07-2016,9:12:43 PM,13-07-2016,10:05:34 PM
3818,Airport,114,Cancelled,13-07-2016,9:06:59 PM,NA,NA
3819,Airport,160,Trip Completed,13-07-2016,9:08:10 PM,13-07-2016,9:48:44 PM
3820,Airport,280,Cancelled,13-07-2016,9:07:32 PM,NA,NA
3821,Airport,NA,No Cars Available,13-07-2016,9:10:59 PM,NA,NA
3822,Airport,14,Cancelled,13-07-2016,9:10:52 PM,NA,NA
3823,Airport,NA,No Cars Available,13-07-2016,9:20:00 PM,NA,NA
3824,Airport,NA,No Cars Available,13-07-2016,9:22:11 PM,NA,NA
3825,Airport,NA,No Cars Available,13-07-2016,9:14:01 PM,NA,NA
3826,Airport,80,Trip Completed,13-07-2016,9:16:30 PM,13-07-2016,9:51:36 PM
3827,City,276,Trip Completed,13-07-2016,9:10:35 PM,13-07-2016,10:09:18 PM
3828,City,NA,No Cars Available,13-07-2016,9:20:59 PM,NA,NA
3829,Airport,NA,No Cars Available,13-07-2016,9:13:20 PM,NA,NA
3830,Airport,283,Trip Completed,13-07-2016,9:14:26 PM,13-07-2016,10:02:10 PM
3831,Airport,173,Trip Completed,13-07-2016,9:16:33 PM,13-07-2016,10:16:02 PM
3832,Airport,NA,No Cars Available,13-07-2016,9:23:59 PM,NA,NA
3833,Airport,NA,No Cars Available,13-07-2016,9:18:49 PM,NA,NA
3834,City,214,Trip Completed,13-07-2016,9:21:52 PM,13-07-2016,10:29:22 PM
3835,Airport,NA,No Cars Available,13-07-2016,9:27:42 PM,NA,NA
3836,Airport,NA,No Cars Available,13-07-2016,9:21:26 PM,NA,NA
3837,Airport,NA,No Cars Available,13-07-2016,9:27:41 PM,NA,NA
3838,Airport,NA,No Cars Available,13-07-2016,9:28:20 PM,NA,NA
3839,Airport,287,Cancelled,13-07-2016,9:28:41 PM,NA,NA
3840,Airport,140,Cancelled,13-07-2016,9:33:48 PM,NA,NA
3841,Airport,164,Cancelled,13-07-2016,9:33:23 PM,NA,NA
3842,Airport,NA,No Cars Available,13-07-2016,9:33:44 PM,NA,NA
3843,City,242,Trip Completed,13-07-2016,9:22:27 PM,13-07-2016,10:15:26 PM
3844,Airport,NA,No Cars Available,13-07-2016,9:28:29 PM,NA,NA
3845,Airport,NA,No Cars Available,13-07-2016,9:30:19 PM,NA,NA
3846,Airport,NA,No Cars Available,13-07-2016,9:25:46 PM,NA,NA
3847,Airport,237,Trip Completed,13-07-2016,9:36:57 PM,13-07-2016,10:33:05 PM
3848,Airport,NA,No Cars Available,13-07-2016,9:34:47 PM,NA,NA
3849,City,121,Cancelled,13-07-2016,9:36:47 PM,NA,NA
3850,Airport,192,Trip Completed,13-07-2016,9:27:22 PM,13-07-2016,10:05:11 PM
3851,Airport,NA,No Cars Available,13-07-2016,9:38:06 PM,NA,NA
3852,Airport,296,Trip Completed,13-07-2016,9:38:20 PM,13-07-2016,10:24:52 PM
3853,Airport,NA,No Cars Available,13-07-2016,9:34:46 PM,NA,NA
3854,Airport,NA,No Cars Available,13-07-2016,9:37:17 PM,NA,NA
3855,Airport,NA,No Cars Available,13-07-2016,9:36:25 PM,NA,NA
3856,Airport,36,Trip Completed,13-07-2016,9:34:21 PM,13-07-2016,10:26:18 PM
3857,City,170,Trip Completed,13-07-2016,9:34:05 PM,13-07-2016,10:46:22 PM
3858,Airport,NA,No Cars Available,13-07-2016,9:38:48 PM,NA,NA
3859,Airport,114,Trip Completed,13-07-2016,9:38:18 PM,13-07-2016,10:28:35 PM
3860,Airport,NA,No Cars Available,13-07-2016,9:36:01 PM,NA,NA
3861,Airport,NA,No Cars Available,13-07-2016,9:47:25 PM,NA,NA
3862,City,NA,No Cars Available,13-07-2016,9:37:00 PM,NA,NA
3863,City,166,Trip Completed,13-07-2016,9:44:48 PM,13-07-2016,10:50:38 PM
3864,Airport,NA,No Cars Available,13-07-2016,9:45:06 PM,NA,NA
3865,City,15,Trip Completed,13-07-2016,9:52:05 PM,13-07-2016,10:21:15 PM
3866,Airport,63,Cancelled,13-07-2016,9:40:55 PM,NA,NA
3867,City,284,Trip Completed,13-07-2016,9:45:14 PM,13-07-2016,10:24:40 PM
3868,Airport,NA,No Cars Available,13-07-2016,9:48:20 PM,NA,NA
3869,Airport,NA,No Cars Available,13-07-2016,9:43:47 PM,NA,NA
3870,Airport,NA,No Cars Available,13-07-2016,9:48:57 PM,NA,NA
3871,Airport,NA,No Cars Available,13-07-2016,9:49:18 PM,NA,NA
3872,City,251,Trip Completed,13-07-2016,9:51:23 PM,13-07-2016,10:54:49 PM
3873,Airport,NA,No Cars Available,13-07-2016,9:47:58 PM,NA,NA
3874,Airport,NA,No Cars Available,13-07-2016,9:54:13 PM,NA,NA
3875,Airport,NA,No Cars Available,13-07-2016,9:59:13 PM,NA,NA
3876,Airport,NA,No Cars Available,13-07-2016,9:58:16 PM,NA,NA
3877,Airport,NA,No Cars Available,13-07-2016,9:53:34 PM,NA,NA
3878,Airport,NA,No Cars Available,13-07-2016,9:51:55 PM,NA,NA
3879,Airport,1,Trip Completed,13-07-2016,9:57:28 PM,13-07-2016,10:28:59 PM
3880,Airport,178,Trip Completed,13-07-2016,9:54:09 PM,13-07-2016,10:35:57 PM
3881,Airport,3,Trip Completed,13-07-2016,9:54:18 PM,13-07-2016,10:51:23 PM
3882,City,6,Trip Completed,13-07-2016,9:53:03 PM,13-07-2016,10:45:24 PM
3883,Airport,210,Cancelled,13-07-2016,9:56:05 PM,NA,NA
3884,Airport,NA,No Cars Available,13-07-2016,9:51:47 PM,NA,NA
3885,Airport,NA,No Cars Available,13-07-2016,9:53:07 PM,NA,NA
3886,Airport,NA,No Cars Available,13-07-2016,9:53:48 PM,NA,NA
3888,Airport,NA,No Cars Available,13-07-2016,9:57:45 PM,NA,NA
3889,Airport,148,Trip Completed,13-07-2016,9:53:41 PM,13-07-2016,10:32:43 PM
3890,Airport,172,Cancelled,13-07-2016,10:01:58 PM,NA,NA
3891,Airport,NA,No Cars Available,13-07-2016,9:57:08 PM,NA,NA
3892,Airport,NA,No Cars Available,13-07-2016,10:05:11 PM,NA,NA
3893,Airport,NA,No Cars Available,13-07-2016,9:56:38 PM,NA,NA
3894,Airport,NA,No Cars Available,13-07-2016,9:52:24 PM,NA,NA
3895,Airport,NA,No Cars Available,13-07-2016,10:01:49 PM,NA,NA
3896,City,116,Trip Completed,13-07-2016,9:55:01 PM,13-07-2016,10:54:33 PM
3897,Airport,109,Trip Completed,13-07-2016,10:00:50 PM,13-07-2016,10:37:59 PM
3898,Airport,NA,No Cars Available,13-07-2016,9:59:30 PM,NA,NA
3899,Airport,NA,No Cars Available,13-07-2016,10:05:37 PM,NA,NA
3900,Airport,NA,No Cars Available,13-07-2016,10:03:00 PM,NA,NA
3901,Airport,NA,No Cars Available,13-07-2016,10:09:27 PM,NA,NA
3902,Airport,NA,No Cars Available,13-07-2016,10:09:31 PM,NA,NA
3903,Airport,NA,No Cars Available,13-07-2016,10:11:11 PM,NA,NA
3904,Airport,NA,No Cars Available,13-07-2016,10:03:45 PM,NA,NA
3905,City,258,Trip Completed,13-07-2016,10:06:13 PM,13-07-2016,10:48:54 PM
3906,Airport,NA,No Cars Available,13-07-2016,10:12:01 PM,NA,NA
3907,Airport,NA,No Cars Available,13-07-2016,10:12:13 PM,NA,NA
3908,Airport,50,Trip Completed,13-07-2016,10:07:15 PM,13-07-2016,11:15:39 PM
3909,City,295,Cancelled,13-07-2016,10:13:42 PM,NA,NA
3910,Airport,NA,No Cars Available,13-07-2016,10:05:57 PM,NA,NA
3911,Airport,NA,No Cars Available,13-07-2016,10:14:56 PM,NA,NA
3912,Airport,NA,No Cars Available,13-07-2016,10:12:35 PM,NA,NA
3913,Airport,96,Trip Completed,13-07-2016,10:14:24 PM,13-07-2016,10:56:32 PM
3914,City,273,Trip Completed,13-07-2016,10:09:53 PM,13-07-2016,10:40:43 PM
3915,City,279,Trip Completed,13-07-2016,10:08:31 PM,13-07-2016,11:26:52 PM
3916,City,101,Trip Completed,13-07-2016,10:08:13 PM,13-07-2016,11:22:35 PM
3917,City,183,Trip Completed,13-07-2016,10:15:07 PM,13-07-2016,11:23:04 PM
3918,City,NA,No Cars Available,13-07-2016,10:12:25 PM,NA,NA
3919,Airport,NA,No Cars Available,13-07-2016,10:23:26 PM,NA,NA
3920,City,57,Cancelled,13-07-2016,10:16:51 PM,NA,NA
3921,City,NA,No Cars Available,13-07-2016,10:23:03 PM,NA,NA
3922,City,NA,No Cars Available,13-07-2016,10:18:36 PM,NA,NA
3923,City,NA,No Cars Available,13-07-2016,10:18:14 PM,NA,NA
3924,Airport,66,Trip Completed,13-07-2016,10:21:56 PM,13-07-2016,11:04:13 PM
3925,Airport,176,Trip Completed,13-07-2016,10:26:29 PM,13-07-2016,11:25:18 PM
3926,Airport,NA,No Cars Available,13-07-2016,10:23:25 PM,NA,NA
3927,City,175,Trip Completed,13-07-2016,10:22:46 PM,13-07-2016,11:21:28 PM
3928,City,NA,No Cars Available,13-07-2016,10:14:33 PM,NA,NA
3929,Airport,NA,No Cars Available,13-07-2016,10:28:45 PM,NA,NA
3930,City,NA,No Cars Available,13-07-2016,10:22:57 PM,NA,NA
3931,Airport,NA,No Cars Available,13-07-2016,10:21:30 PM,NA,NA
3932,Airport,227,Trip Completed,13-07-2016,10:23:24 PM,13-07-2016,11:34:04 PM
3933,Airport,NA,No Cars Available,13-07-2016,10:27:01 PM,NA,NA
3934,Airport,74,Trip Completed,13-07-2016,10:20:43 PM,13-07-2016,11:25:38 PM
3935,Airport,300,Trip Completed,13-07-2016,10:26:08 PM,13-07-2016,11:43:13 PM
3936,City,NA,No Cars Available,13-07-2016,10:30:44 PM,NA,NA
3937,City,NA,No Cars Available,13-07-2016,10:28:10 PM,NA,NA
3938,City,NA,No Cars Available,13-07-2016,10:37:24 PM,NA,NA
3939,Airport,16,Trip Completed,13-07-2016,10:26:26 PM,13-07-2016,10:55:54 PM
3940,City,137,Trip Completed,13-07-2016,10:23:42 PM,13-07-2016,11:09:05 PM
3941,City,NA,No Cars Available,13-07-2016,10:30:11 PM,NA,NA
3942,Airport,180,Trip Completed,13-07-2016,10:36:27 PM,13-07-2016,11:42:21 PM
3943,Airport,18,Trip Completed,13-07-2016,10:35:38 PM,13-07-2016,11:33:20 PM
3944,City,79,Trip Completed,13-07-2016,10:33:08 PM,13-07-2016,11:09:11 PM
3945,City,155,Trip Completed,13-07-2016,10:33:31 PM,13-07-2016,11:16:43 PM
3946,Airport,NA,No Cars Available,13-07-2016,10:36:50 PM,NA,NA
3947,Airport,85,Trip Completed,13-07-2016,10:39:30 PM,13-07-2016,11:15:31 PM
3948,Airport,126,Trip Completed,13-07-2016,10:37:48 PM,13-07-2016,11:13:03 PM
3949,City,NA,No Cars Available,13-07-2016,10:40:37 PM,NA,NA
3950,City,268,Trip Completed,13-07-2016,10:41:50 PM,13-07-2016,11:34:24 PM
3951,Airport,NA,No Cars Available,13-07-2016,10:46:03 PM,NA,NA
3952,City,158,Trip Completed,13-07-2016,10:45:09 PM,13-07-2016,11:41:02 PM
3953,Airport,231,Trip Completed,13-07-2016,10:49:28 PM,13-07-2016,11:52:32 PM
3954,Airport,43,Trip Completed,13-07-2016,10:43:45 PM,14-07-2016,12:03:31 AM
3955,Airport,64,Trip Completed,13-07-2016,10:56:09 PM,13-07-2016,11:50:55 PM
3956,Airport,98,Trip Completed,13-07-2016,10:47:55 PM,13-07-2016,11:41:58 PM
3957,City,117,Trip Completed,13-07-2016,10:42:16 PM,13-07-2016,11:43:32 PM
3958,Airport,NA,No Cars Available,13-07-2016,10:46:01 PM,NA,NA
3959,City,60,Trip Completed,13-07-2016,10:51:04 PM,13-07-2016,11:25:59 PM
3960,Airport,277,Trip Completed,13-07-2016,10:52:41 PM,13-07-2016,11:33:44 PM
3961,City,NA,No Cars Available,13-07-2016,10:50:57 PM,NA,NA
3962,City,NA,No Cars Available,13-07-2016,10:47:26 PM,NA,NA
3963,Airport,NA,No Cars Available,13-07-2016,10:55:25 PM,NA,NA
3964,City,51,Trip Completed,13-07-2016,10:53:20 PM,13-07-2016,11:34:07 PM
3965,Airport,185,Trip Completed,13-07-2016,10:50:47 PM,13-07-2016,11:20:24 PM
3966,Airport,26,Trip Completed,13-07-2016,10:50:42 PM,13-07-2016,11:27:43 PM
3967,City,NA,No Cars Available,13-07-2016,10:57:16 PM,NA,NA
3968,Airport,NA,No Cars Available,13-07-2016,10:59:34 PM,NA,NA
3969,Airport,163,Trip Completed,13-07-2016,10:58:22 PM,13-07-2016,11:58:00 PM
3970,Airport,225,Trip Completed,13-07-2016,10:57:04 PM,14-07-2016,12:13:33 AM
3971,City,NA,No Cars Available,13-07-2016,10:59:42 PM,NA,NA
3972,City,NA,No Cars Available,13-07-2016,11:00:38 PM,NA,NA
3973,City,113,Trip Completed,13-07-2016,10:58:36 PM,13-07-2016,11:51:51 PM
3974,City,224,Cancelled,13-07-2016,11:04:14 PM,NA,NA
3975,City,NA,No Cars Available,13-07-2016,11:04:37 PM,NA,NA
3976,City,NA,No Cars Available,13-07-2016,11:07:56 PM,NA,NA
3977,Airport,78,Trip Completed,13-07-2016,11:13:11 PM,13-07-2016,11:50:19 PM
3978,City,112,Trip Completed,13-07-2016,11:18:14 PM,13-07-2016,11:46:18 PM
3979,City,287,Trip Completed,13-07-2016,11:16:27 PM,13-07-2016,11:46:08 PM
3980,City,NA,No Cars Available,13-07-2016,11:16:12 PM,NA,NA
3981,Airport,33,Trip Completed,13-07-2016,11:13:54 PM,13-07-2016,11:38:37 PM
3982,Airport,48,Trip Completed,13-07-2016,11:16:52 PM,14-07-2016,12:34:05 AM
3983,City,284,Cancelled,13-07-2016,11:19:23 PM,NA,NA
3984,Airport,NA,No Cars Available,13-07-2016,11:17:02 PM,NA,NA
3985,Airport,159,Trip Completed,13-07-2016,11:15:18 PM,14-07-2016,12:33:31 AM
3986,Airport,NA,No Cars Available,13-07-2016,11:17:29 PM,NA,NA
3987,City,125,Trip Completed,13-07-2016,11:18:16 PM,13-07-2016,11:57:04 PM
3988,City,NA,No Cars Available,13-07-2016,11:23:36 PM,NA,NA
3989,City,89,Trip Completed,13-07-2016,11:21:15 PM,14-07-2016,12:31:11 AM
3990,Airport,140,Trip Completed,13-07-2016,11:20:17 PM,13-07-2016,11:50:57 PM
3991,City,156,Trip Completed,13-07-2016,11:24:37 PM,14-07-2016,12:06:50 AM
3992,City,42,Trip Completed,13-07-2016,11:24:52 PM,14-07-2016,12:04:39 AM
3993,City,105,Trip Completed,13-07-2016,11:31:47 PM,14-07-2016,12:14:14 AM
3994,Airport,218,Trip Completed,13-07-2016,11:21:24 PM,14-07-2016,12:07:29 AM
3995,City,NA,No Cars Available,13-07-2016,11:36:17 PM,NA,NA
3996,Airport,90,Trip Completed,13-07-2016,11:36:34 PM,14-07-2016,12:35:55 AM
3997,Airport,162,Trip Completed,13-07-2016,11:36:23 PM,14-07-2016,12:22:26 AM
3998,Airport,NA,No Cars Available,13-07-2016,11:39:08 PM,NA,NA
3999,Airport,212,Trip Completed,13-07-2016,11:40:57 PM,14-07-2016,12:44:12 AM
4000,City,NA,No Cars Available,13-07-2016,11:47:49 PM,NA,NA
4001,City,NA,No Cars Available,13-07-2016,11:39:52 PM,NA,NA
4002,City,49,Trip Completed,13-07-2016,11:39:25 PM,14-07-2016,12:50:46 AM
4003,Airport,188,Trip Completed,13-07-2016,11:40:51 PM,14-07-2016,12:38:46 AM
4004,City,62,Trip Completed,13-07-2016,11:40:41 PM,14-07-2016,12:21:38 AM
4005,Airport,241,Trip Completed,13-07-2016,11:44:47 PM,14-07-2016,12:48:20 AM
4006,City,NA,No Cars Available,13-07-2016,11:45:17 PM,NA,NA
4007,City,185,Trip Completed,13-07-2016,11:46:19 PM,14-07-2016,12:23:39 AM
4008,City,221,Cancelled,13-07-2016,11:43:03 PM,NA,NA
4009,Airport,250,Trip Completed,13-07-2016,11:50:07 PM,14-07-2016,12:23:01 AM
4010,Airport,NA,No Cars Available,13-07-2016,11:50:50 PM,NA,NA
4011,City,115,Cancelled,13-07-2016,11:45:26 PM,NA,NA
4012,Airport,134,Trip Completed,13-07-2016,11:54:19 PM,14-07-2016,12:37:22 AM
4013,City,NA,No Cars Available,13-07-2016,11:53:32 PM,NA,NA
4014,City,NA,No Cars Available,13-07-2016,11:56:55 PM,NA,NA
4015,City,NA,No Cars Available,13-07-2016,11:52:32 PM,NA,NA
4016,City,NA,No Cars Available,13-07-2016,11:59:02 PM,NA,NA
4017,City,NA,No Cars Available,13-07-2016,11:50:18 PM,NA,NA
4018,Airport,298,Trip Completed,13-07-2016,11:57:31 PM,14-07-2016,1:02:24 AM
4019,City,78,Cancelled,13-07-2016,12:00:24 AM,NA,NA
4020,Airport,NA,No Cars Available,13-07-2016,12:02:14 AM,NA,NA
4021,City,132,Cancelled,13-07-2016,11:56:13 PM,NA,NA
4022,City,NA,No Cars Available,13-07-2016,12:07:31 AM,NA,NA
4023,City,9,Trip Completed,13-07-2016,11:58:41 PM,14-07-2016,12:58:39 AM
4024,Airport,179,Trip Completed,13-07-2016,12:06:34 AM,13-07-2016,12:42:21 AM
4025,City,NA,No Cars Available,13-07-2016,12:12:33 AM,NA,NA
4026,City,NA,No Cars Available,13-07-2016,12:08:23 AM,NA,NA
4027,City,132,Trip Completed,13-07-2016,12:07:58 AM,13-07-2016,1:25:16 AM
4028,City,NA,No Cars Available,14-07-2016,12:09:03 AM,NA,NA
4029,City,NA,No Cars Available,14-07-2016,12:14:26 AM,NA,NA
4030,City,100,Trip Completed,14-07-2016,12:13:43 AM,14-07-2016,12:47:55 AM
4031,City,186,Trip Completed,14-07-2016,12:22:54 AM,14-07-2016,12:55:13 AM
4032,City,NA,No Cars Available,14-07-2016,12:15:43 AM,NA,NA
4033,Airport,NA,No Cars Available,14-07-2016,12:25:33 AM,NA,NA
4034,City,NA,No Cars Available,14-07-2016,12:29:50 AM,NA,NA
4035,Airport,NA,No Cars Available,14-07-2016,12:31:24 AM,NA,NA
4036,Airport,NA,No Cars Available,14-07-2016,12:31:57 AM,NA,NA
4037,Airport,196,Trip Completed,14-07-2016,12:32:45 AM,14-07-2016,1:17:01 AM
4038,Airport,NA,No Cars Available,14-07-2016,12:34:22 AM,NA,NA
4039,City,238,Trip Completed,14-07-2016,12:38:22 AM,14-07-2016,1:48:00 AM
4040,Airport,182,Trip Completed,14-07-2016,12:38:21 AM,14-07-2016,1:50:05 AM
4041,Airport,297,Trip Completed,14-07-2016,12:38:29 AM,14-07-2016,1:12:21 AM
4042,Airport,NA,No Cars Available,14-07-2016,12:39:13 AM,NA,NA
4043,City,254,Trip Completed,14-07-2016,12:42:59 AM,14-07-2016,1:51:34 AM
4044,Airport,NA,No Cars Available,14-07-2016,12:51:37 AM,NA,NA
4045,Airport,111,Trip Completed,14-07-2016,12:56:22 AM,14-07-2016,1:22:47 AM
4046,City,NA,No Cars Available,14-07-2016,12:57:03 AM,NA,NA
4047,City,NA,No Cars Available,14-07-2016,1:00:53 AM,NA,NA
4048,Airport,NA,No Cars Available,14-07-2016,1:03:27 AM,NA,NA
4049,City,55,Trip Completed,14-07-2016,1:03:12 AM,14-07-2016,2:26:06 AM
4050,City,NA,No Cars Available,14-07-2016,1:10:22 AM,NA,NA
4051,City,288,Trip Completed,14-07-2016,1:09:39 AM,14-07-2016,2:09:47 AM
4052,City,NA,No Cars Available,14-07-2016,1:16:34 AM,NA,NA
4053,Airport,NA,No Cars Available,14-07-2016,1:15:26 AM,NA,NA
4054,City,NA,No Cars Available,14-07-2016,1:23:08 AM,NA,NA
4055,City,NA,No Cars Available,14-07-2016,1:22:56 AM,NA,NA
4056,City,NA,No Cars Available,14-07-2016,1:25:25 AM,NA,NA
4057,City,NA,No Cars Available,14-07-2016,1:29:49 AM,NA,NA
4058,Airport,NA,No Cars Available,14-07-2016,1:27:38 AM,NA,NA
4059,City,NA,No Cars Available,14-07-2016,1:35:55 AM,NA,NA
4060,City,236,Trip Completed,14-07-2016,1:37:38 AM,14-07-2016,2:35:52 AM
4061,City,NA,No Cars Available,14-07-2016,1:33:55 AM,NA,NA
4062,Airport,NA,No Cars Available,14-07-2016,1:42:36 AM,NA,NA
4063,City,NA,No Cars Available,14-07-2016,1:36:26 AM,NA,NA
4064,City,NA,No Cars Available,14-07-2016,1:48:00 AM,NA,NA
4065,City,222,Trip Completed,14-07-2016,1:54:08 AM,14-07-2016,2:43:27 AM
4066,Airport,117,Trip Completed,14-07-2016,1:56:01 AM,14-07-2016,3:07:14 AM
4067,City,NA,No Cars Available,14-07-2016,2:00:05 AM,NA,NA
4068,Airport,NA,No Cars Available,14-07-2016,1:59:16 AM,NA,NA
4069,City,NA,No Cars Available,14-07-2016,2:02:39 AM,NA,NA
4070,City,NA,No Cars Available,14-07-2016,2:03:04 AM,NA,NA
4071,City,NA,No Cars Available,14-07-2016,2:03:03 AM,NA,NA
4072,City,NA,No Cars Available,14-07-2016,2:04:37 AM,NA,NA
4073,City,157,Trip Completed,14-07-2016,2:10:36 AM,14-07-2016,2:54:21 AM
4074,City,NA,No Cars Available,14-07-2016,2:18:01 AM,NA,NA
4075,City,4,Trip Completed,14-07-2016,2:17:35 AM,14-07-2016,3:21:38 AM
4076,Airport,NA,No Cars Available,14-07-2016,2:16:28 AM,NA,NA
4077,Airport,12,Trip Completed,14-07-2016,2:14:15 AM,14-07-2016,3:13:09 AM
4078,City,106,Trip Completed,14-07-2016,2:10:33 AM,14-07-2016,3:05:32 AM
4079,Airport,55,Trip Completed,14-07-2016,2:31:51 AM,14-07-2016,3:33:26 AM
4080,Airport,NA,No Cars Available,14-07-2016,2:29:31 AM,NA,NA
4081,Airport,6,Trip Completed,14-07-2016,2:37:14 AM,14-07-2016,3:30:27 AM
4082,Airport,48,Trip Completed,14-07-2016,2:37:56 AM,14-07-2016,3:23:21 AM
4083,City,NA,No Cars Available,14-07-2016,2:35:50 AM,NA,NA
4084,Airport,139,Trip Completed,14-07-2016,2:44:19 AM,14-07-2016,3:44:02 AM
4085,Airport,207,Trip Completed,14-07-2016,2:42:00 AM,14-07-2016,3:28:10 AM
4086,City,NA,No Cars Available,14-07-2016,2:46:05 AM,NA,NA
4087,City,176,Trip Completed,14-07-2016,2:52:39 AM,14-07-2016,3:57:26 AM
4088,City,NA,No Cars Available,14-07-2016,2:53:34 AM,NA,NA
4089,City,NA,No Cars Available,14-07-2016,2:52:38 AM,NA,NA
4090,Airport,NA,No Cars Available,14-07-2016,2:55:11 AM,NA,NA
